"Word types: A = adjective, ADV = adverb, F = function word (non-specified), N = noun, NUM = numeral, V = verb.",,,,,,,,,,,
"AoA = Age of Acquisition, new = ratings collected for the present study, MRC = ratings (not specified for word class), available on the MRC Psycholinguistic Database (1997). Oxford: Medical Research Council.",,,,,,,,,,,
"Frequency = logarithm of combined written and spoken count divided by total words in corpus of Celex Database (Baayen, R.H., Piepenbrock, R. & Gulikers, L. (1995). The CELEX Lexical Database [CD ROM]. Philadelphia, PA: Linguistic Data Consortium, University of Pennsylvania).",,,,,,,,,,,
WORD,Word type,new AoA,new Imageability,MRC AoA,MRC Imageability,Frequency,AoA_Kup,Bird_recalc,Bird_recalc2,,
psychic,N,626,356,.,.,-0.4685,11.47,11.96382,12.44864904,,
psychology,N,628,.,.,353,1.3557,11.72,12.00296,12.50078736,,
public,A,441,393,400,448,2.4094,8.47,8.34337,8.14616324,,
publican,N,532,553,.,.,0.1614,13.46,10.12424,10.13386896,,
publish,V,510,377,.,.,1.9361,9,9.6937,9.630494,,
puce,N,598,258,.,.,-0.1367,15.14,11.41586,11.73134616,,
puma,N,529,508,.,.,-0.6576,9,10.06553,10.06436964,,
pump,V,383,476,344,556,1.2413,6.06,7.20831,7.00924956,,
pumpkin,N,413,578,369,.,0.3263,4.78,7.79541,7.58467476,,
punch,V,301,569,306,527,1.0167,5.75,5.60357,5.57454804,,
punchcard,N,624,414,.,.,-1.5539,#N/A,11.92468,12.39663104,,
punctual,A,467,.,.,368,0.0024,10.79,8.85219,8.68866156,,
punish,V,336,.,.,474,1.3714,6.68,6.28852,6.16217984,,
pure,A,394,.,.,366,1.6832,7.95,7.42358,7.21709544,,
purple,N,338,584,.,.,0.7559,3.6,6.32766,6.19687176,,
push,N,247,519,.,395,1.0955,4.26,4.54679,4.74019836,,
push,V,239,.,.,395,2.0964,4.26,4.39023,4.62405084,,
pushiness,N,491,374,.,.,-1.2218,8.502315,9.32187,9.20747724,,
put,V,256,.,.,263,2.9063,3.72,4.72292,4.87316544,,
quad,N,519,324,.,.,-0.7696,12.58,9.86983,9.83466044,,
Quaker,N,588,331,.,.,0.1931,#N/A,11.22016,11.48088176,,
quarrel,N,351,440,.,479,1.1292,8.32,6.58207,6.42530204,,
query,N,499,317,.,.,0.7202,13.58,9.47843,9.38426604,,
quick,A,269,.,.,363,1.8157,5.89,4.97733,5.06953044,,
quickly,ADV,284,.,.,376,2.1748,6.31763,5.27088,5.30242224,,
quiet,N,221,.,.,426,-1.5539,4.15,4.03797,4.36975764,,
quilt,V,542,347,.,554,-0.9518,6.55,10.31994,10.36748856,,
quin,N,553,257,.,.,-0.9586,12.488033,10.53521,10.62794436,,
quite,F,396,183,.,.,2.7413,7.436615,7.46272,7.25527664,,
quote,V,512,329,.,.,1.6093,8.44,9.73284,9.67565376,,
race,V,279,486,.,457,1.3371,6,5.17303,5.22403964,,
racoon,N,540,475,.,.,-0.4497,6.136461,10.2808,10.320524,,
rag,N,295,475,.,.,1.0835,5.22,5.48615,5.477511,,
rage,N,389,506,.,.,1.4755,8.79,7.32573,7.12216884,,
raise,V,381,428,.,418,2.245,6.72,7.16917,6.97185044,,
ramble,V,473,487,.,.,0.2648,10.6,8.96961,8.81674116,,
ran,V,221,491,.,.,2.6449,#N/A,4.03797,4.36975764,,
range,N,476,343,436,413,1.9959,7.11,9.02832,8.88118704,,
rape,V,624,492,.,565,1.019,10.74,11.92468,12.39663104,,
rare,A,458,.,.,439,1.7294,7.45,8.67606,8.49857256,,
rascal,N,359,394,.,.,0.2095,6.89,6.73863,6.56840124,,
rash,N,305,531,.,520,0.9055,5.78,5.68185,5.639841,,
rat,N,279,.,.,588,1.3856,5.11,5.17303,5.22403964,,
ratio,N,544,263,.,.,1.276,10.58,10.35908,10.41457344,,
rattle,N,195,553,261,554,0.4795,4.5,3.52915,4.019651,,
rattle,V,269,471,261,554,1.172,4.5,4.97733,5.06953044,,
reach,V,271,436,.,391,2.4077,4.89,5.01647,5.10019164,,
ready,A,260,317,.,.,2.0982,5.53,4.8012,4.933044,,
real,A,310,.,.,313,2.4758,4.95,5.7797,5.722134,,
realise,V,435,305,.,.,2.3054,#N/A,8.22595,8.023859,,
really,ADV,364,.,.,246,2.7731,5.944635,6.83648,6.65881584,,
rear,N,407,.,.,455,1.3492,6.89,7.67799,7.46742396,,
reason,N,396,298,383,285,2.516,7.84,7.46272,7.25527664,,
reason,V,467,305,383,285,0.9776,7.84,8.85219,8.68866156,,
rebuke,V,527,356,.,.,0.5024,13,10.02639,10.01818716,,
receive,V,374,428,.,.,2.1997,8.11,7.03218,6.84190104,,
recent,A,428,.,.,298,2.0058,8.13,8.08896,7.88253936,,
receptionist,N,520,568,.,.,0.5465,9.95,9.8894,9.857496,,
reckon,V,450,332,.,.,1.3426,8.84,8.5195,8.33165,,
recognise,V,383,409,.,.,2.1399,#N/A,7.20831,7.00924956,,
recommend,V,491,.,.,313,1.637,9.11,9.32187,9.20747724,,
record,V,493,438,322,591,1.7184,6.3,9.36101,9.25149396,,
recover,V,428,378,.,.,1.6182,7.56,8.08896,7.88253936,,
red,N,213,.,.,585,1.2455,3.68,3.88141,4.25986676,,
redeem,V,546,262,.,.,0.7059,9.28,10.39822,10.46177864,,
reduce,V,463,331,.,.,2.0749,8.44,8.77391,8.60387676,,
referendum,N,637,315,.,.,0.9201,14.44,12.17909,12.73689876,,
Referendum Party,N,652,214,.,.,-1.5539,#N/A,12.47264,13.13583216,,
reflect,V,523,371,.,.,1.892,9.89,9.94811,9.92618316,,
reform,V,560,288,.,.,0.9903,12.74,10.6722,10.795584,,
refrain,V,544,298,.,370,0.819,10.5,10.35908,10.41457344,,
refund,N,506,373,.,.,0.1072,9.47,9.61542,9.54053544,,
regain,V,521,304,.,.,1.1219,10.63,9.90897,9.88036164,,
regard,V,532,311,.,.,2.0167,10.2,10.12424,10.13386896,,
region,N,471,.,.,459,1.7587,9.14,8.93047,8.77392764,,
register,N,327,476,408,483,1.0349,8.63,6.11239,6.00755516,,
register,V,437,409,408,483,1.4444,8.63,8.26509,8.06450676,,
reject,V,491,382,.,.,1.7782,9.53,9.32187,9.20747724,,
relax,V,448,.,.,387,1.7285,7.11,8.48036,8.29022016,,
reliability,N,525,317,.,.,0.5185,10.06,9.98725,9.972125,,
reliable,A,488,.,.,363,1.2887,9.32,9.26316,9.14167776,,
relieve,V,495,324,.,.,1.3651,7.95,9.40015,9.295631,,
religion,N,383,.,.,434,1.76,7.06,7.20831,7.00924956,,
remake,V,473,311,.,.,0.2095,8.11,8.96961,8.81674116,,
remember,V,327,391,.,.,2.5626,5.63,6.11239,6.00755516,,
remit,V,590,257,.,.,-0.1079,15.88,11.2593,11.530734,,
remove,V,387,393,.,.,2.0178,5.67,7.28659,7.08440876,,
remover,N,487,403,.,.,-0.0223,7.21,9.24359,9.11980476,,
renege,V,624,211,.,.,-0.3468,13.33,11.92468,12.39663104,,
renew,V,469,366,.,.,1.2258,10.06,8.89133,8.73123444,,
renovate,V,557,451,.,.,0.2253,11.4,10.61349,10.72355796,,
rent,V,420,405,425,469,1.4632,8.89,7.9324,7.722836,,
repair,V,344,.,375,440,1.0652,7.81,6.44508,6.30166944,,
repeat,N,425,382,367,351,0.1451,5.28,8.03025,7.822425,,
repeat,V,372,402,367,351,1.8198,5.28,6.99304,6.80504336,,
report,N,401,465,386,411,2.1658,6.6,7.56057,7.35125604,,
represent,V,527,358,.,.,2.0094,10.33,10.02639,10.01818716,,
representative,N,566,449,531,380,1.6725,11,10.78962,10.94044824,,
repress,V,605,.,.,365,0.7471,12.11,11.55285,11.908461,,
repression,N,611,234,.,.,1.063,12.5,11.67027,12.06144684,,
reprimand,V,536,377,.,.,0.2648,9.5,10.20252,10.22695584,,
reptile,N,456,.,.,579,0.7885,6.05,8.63692,8.45666144,,
research,V,572,403,.,445,0.4373,8.33,10.90704,11.08639536,,
researcher,N,598,475,.,.,1.0523,10.22,11.41586,11.73134616,,
resist,V,501,366,.,.,1.6157,9.28,9.51757,9.42876404,,
resolve,V,560,301,.,.,1.4014,11,10.6722,10.795584,,
respect,V,469,368,433,343,1.4739,8.5,8.89133,8.73123444,,
response,N,471,.,.,348,1.9174,7.22,8.93047,8.77392764,,
rest,V,297,483,222,396,1.7198,4.22,5.52529,5.50973636,,
restore,V,495,.,.,324,1.5165,10.78,9.40015,9.295631,,
retreat,V,467,408,431,408,1.23,10.53,8.85219,8.68866156,,
return,N,398,367,.,293,1.9607,5.61,7.50186,7.29357816,,
return,V,387,422,.,293,2.3463,5.61,7.28659,7.08440876,,
rev,V,555,398,.,.,0.179,10.67,10.57435,10.675691,,
reveal,V,508,399,.,.,1.897,9.47,9.65456,9.58545456,,
revere,V,583,304,.,.,0.5729,10.47386,11.12231,11.35677756,,
revert,V,594,270,.,.,-1.5539,13.11,11.33758,11.63079944,,
revitalise,V,605,352,.,.,0.301,#N/A,11.55285,11.908461,,
reward,V,396,460,372,453,1.211,6.89,7.46272,7.25527664,,
rhinoceros,N,424,591,.,.,0.2243,6,8.01068,7.80244704,,
ride,V,243,.,.,483,1.7553,4.67,4.46851,4.68188396,,
rig,V,547,281,.,.,0.6042,8.95,10.41779,10.48542636,,
right,F,256,.,.,372,2.4966,4.346085,4.72292,4.87316544,,
righteousness,N,527,274,.,.,0.316,9.94,10.02639,10.01818716,,
ring,V,331,.,208,601,1.958,4.53,6.19067,6.07597644,,
rinse,V,340,514,.,465,0.9145,4.95,6.3668,6.231684,,
ripen,V,402,487,.,.,0.5465,7.22,7.58014,7.37054216,,
rise,V,344,529,.,451,2.2895,6.72,6.44508,6.30166944,,
river,N,254,.,.,633,2.1066,4.9,4.68378,4.84340664,,
road digger,N,420,564,.,.,-1.5539,#N/A,7.9324,7.722836,,
road layer,N,491,477,.,.,-1.5539,#N/A,9.32187,9.20747724,,
roadsweeper,N,389,578,.,.,-1.5539,9.83444,7.32573,7.12216884,,
roast,V,351,569,.,.,0.9646,8.5,6.58207,6.42530204,,
rob,V,346,.,.,465,1.1654,7.28,6.48422,6.33684264,,
Roman Catholic,N,480,395,.,.,-1.5539,#N/A,9.1066,8.967536,,
Romania,N,598,354,.,.,0.1931,#N/A,11.41586,11.73134616,,
roof,V,519,413,.,604,0.1451,5,9.86983,9.83466044,,
roost,N,443,413,.,.,-0.0757,10.5,8.38251,8.18717196,,
rose,N,301,.,.,623,1.3281,6.11,5.60357,5.57454804,,
rot,V,387,426,.,.,1.0674,7.57,7.28659,7.08440876,,
rotten,A,374,459,.,.,1.0817,6.95,7.03218,6.84190104,,
roughen,V,488,363,.,.,-0.0506,10.377947,9.26316,9.14167776,,
roughly,ADV,435,305,.,.,1.4698,7.692383,8.22595,8.023859,,
round,F,267,512,.,559,2.2002,4.75,4.93819,5.03898956,,
round,V,469,304,.,559,1.2441,4.75,8.89133,8.73123444,,
row (rhyme with doe),V,389,.,.,.,1.0792,#N/A,7.32573,7.12216884,,
royal,A,364,531,.,.,1.8807,7.17,6.83648,6.65881584,,
royalty,N,389,596,.,.,0.7767,8,7.32573,7.12216884,,
rubbish,N,301,578,.,.,1.2185,10.63,5.60357,5.57454804,,
rudeness,N,376,453,.,.,0.3483,8.89,7.07132,6.87887904,,
rue,V,572,249,.,.,-0.301,11.976497,10.90704,11.08639536,,
rule,N,394,373,.,415,2.0943,4.72,7.42358,7.21709544,,
runner,N,336,.,.,546,1.4922,5,6.28852,6.16217984,,
rush,N,412,364,.,404,1.1849,6.7,7.77584,7.56505776,,
rush,V,344,449,.,404,1.7067,6.7,6.44508,6.30166944,,
Russia,N,512,471,.,.,1.5165,#N/A,9.73284,9.67565376,,
Russian Orthodox,N,648,268,.,.,-1.5539,#N/A,12.39436,13.02878816,,
Rwanda,N,650,320,.,.,-0.5528,#N/A,12.4335,13.08225,,
sad,A,258,.,.,419,1.6882,3.24,4.76206,4.90304456,,
sadden,V,430,305,.,.,0.5185,8.83,8.1281,7.922766,,
sadness,N,370,477,.,.,0.9345,5,6.9539,6.768306,,
safety officer,N,594,418,.,.,-1.5539,#N/A,11.33758,11.63079944,,
sagacity,N,641,.,.,232,-0.4078,19,12.25737,12.84261924,,
sage,A,516,428,.,434,-0.2115,11.39,9.81112,9.76633424,,
sage,N,588,300,.,434,0.5984,11.39,11.22016,11.48088176,,
Sahel,N,646,100,.,.,-1.5539,#N/A,12.35522,12.97544664,,
sail,V,317,.,.,597,1.3022,6.47,5.91669,5.83860756,,
sailor,N,308,620,.,.,1.0715,6.44,5.74056,5.68912656,,
salesman,N,463,564,.,.,1.0418,8.29,8.77391,8.60387676,,
salmon,N,398,609,.,.,1.0896,8,7.50186,7.29357816,,
sandwich,N,260,644,.,.,1.012,4.79,4.8012,4.933044,,
sat,V,202,405,.,.,2.6999,#N/A,3.66614,4.11191016,,
satisfy,V,432,336,.,.,1.754,10,8.16724,7.96311296,,
Saudi Arabia,N,613,395,.,.,-1.5539,#N/A,11.70941,12.11268276,,
savage,A,467,429,392,528,1.0631,10.05,8.85219,8.68866156,,
save,V,336,408,.,365,2.0872,5.44,6.28852,6.16217984,,
saw,V,336,507,269,531,0.5395,5.3585,6.28852,6.16217984,,
say,V,264,432,.,.,3.631,3.42,4.87948,4.99340384,,
scarce,A,430,.,.,380,1.0259,10.53,8.1281,7.922766,,
scarcely,ADV,471,228,.,.,1.4907,10.377947,8.93047,8.77392764,,
scarlet,N,409,.,.,587,-0.0768,11.358391,7.71713,7.50638724,,
scientist,N,512,494,.,.,1.7901,6.89,9.73284,9.67565376,,
scold,V,392,426,.,.,3.8465,8.53,7.38444,7.17903456,,
Scotland,N,357,615,.,.,-1.5539,#N/A,6.69949,6.53244596,,
Scottish,A,383,526,.,.,1.3107,#N/A,7.20831,7.00924956,,
Scottish Democrat,N,652,206,.,.,-1.5539,#N/A,12.47264,13.13583216,,
scoundrel,N,465,379,.,.,0.2253,12.82,8.81305,8.646209,,
scour,V,469,390,.,.,0.6665,10.94,8.89133,8.73123444,,
scowl,V,432,451,.,456,0.7384,9.56,8.16724,7.96311296,,
scramble,V,402,445,.,.,1.167,8.83,7.58014,7.37054216,,
scrape,V,348,467,.,.,1.0934,6.21,6.52336,6.37213616,,
scream,V,288,.,275,589,1.6857,4.2,5.34916,5.36566976,,
screwdriver,N,342,.,.,617,0.503,6,6.40594,6.26661656,,
scrub,V,318,523,.,.,1.0212,8.7,5.93626,5.85536696,,
scruple,N,585,223,.,.,0.3909,11.84,11.16145,11.406329,,
scrutinise,V,592,351,.,.,0.6021,#N/A,11.29844,11.58070656,,
sculpt,V,590,456,.,.,0.0682,9,11.2593,11.530734,,
sculptor,N,564,510,.,.,0.716,9.84,10.75048,10.89203984,,
scurry,V,536,351,.,.,0.6866,9.44,10.20252,10.22695584,,
SDP,N,650,219,.,.,-1.5539,#N/A,12.4335,13.08225,,
sea,N,221,.,.,606,2.2388,4.74,4.03797,4.36975764,,
seal,N,376,556,328,563,1.1537,5.42,7.07132,6.87887904,,
seal,V,415,391,328,563,1.2577,5.42,7.83455,7.623999,,
seaman,N,381,.,.,481,0.628,9.45,7.16917,6.97185044,,
second,N,329,356,289,371,1.9817,4.68,6.15153,6.04170564,,
second,NUM,286,356,289,371,2.4125,4.68,5.31002,5.33398584,,
secretary,N,482,562,456,563,1.9934,7.75,9.14574,9.01089096,,
secretary of state,N,635,351,.,.,-1.5539,#N/A,12.13995,12.684219,,
sect,N,611,250,.,.,0.6767,13.39,11.67027,12.06144684,,
see,V,239,.,.,379,3.3149,3.06,4.39023,4.62405084,,
seismology,N,650,187,.,.,-0.9586,13.24,12.4335,13.08225,,
seldom,F,460,.,.,259,1.518,7.948151,8.7152,8.540604,,
self-confidence,N,540,327,.,.,0.711,#N/A,10.2808,10.320524,,
self-discipline,N,568,331,.,.,0.2529,#N/A,10.82876,10.98897696,,
self-reliant,A,581,286,.,.,0.2253,#N/A,11.08317,11.30734644,,
selfishness,N,447,343,.,.,0.5922,6.61,8.46079,8.26955036,,
sell,V,340,.,.,397,2.1615,7.05,6.3668,6.231684,,
senator,N,620,358,.,.,1.2398,9.58,11.8464,12.292956,,
send,V,314,.,.,423,2.4304,5.68,5.85798,5.78850984,,
sense,N,370,292,336,368,2.4381,7.32,6.9539,6.768306,,
senselessness,N,523,259,.,.,-0.9586,10.06,9.94811,9.92618316,,
sentence,N,357,460,.,.,1.698,5.84,6.69949,6.53244596,,
sentence,V,497,408,.,.,1.0145,5.84,9.43929,9.33988836,,
separate,V,402,424,.,.,1.7033,6.63,7.58014,7.37054216,,
sepia,N,579,374,.,.,-0.0506,14.4,11.04403,11.25803564,,
serious,A,400,.,.,376,2.1345,6.58,7.541,7.332,,
session,N,529,.,.,394,1.6093,9.89,10.06553,10.06436964,,
set,N,381,352,.,.,2.0181,6,7.16917,6.97185044,,
set,V,383,329,.,.,2.4977,6,7.20831,7.00924956,,
seven,NUM,239,537,.,.,2.0763,5.3585,4.39023,4.62405084,,
Seventh Day Adventist,N,646,142,.,.,-1.5539,#N/A,12.35522,12.97544664,,
several,F,385,327,.,.,2.3812,6.765224,7.24745,7.046769,,
severe,A,432,.,.,352,1.5533,9.05,8.16724,7.96311296,,
severity,N,512,300,.,.,0.6335,11.06,9.73284,9.67565376,,
sew,V,282,.,.,478,1.0503,6.05,5.23174,5.27097896,,
Seychelles,N,622,412,.,.,-0.2147,#N/A,11.88554,12.34473336,,
shake,V,284,.,.,.,2.1199,5.26,5.27088,5.30242224,,
shall,V,288,.,.,237,2.3618,8.42,5.34916,5.36566976,,
shame,N,366,373,367,419,1.3694,6.55,6.87562,6.69519224,,
shape,N,297,471,303,471,1.9007,4.47,5.52529,5.50973636,,
share,N,299,402,.,.,1.8157,4.84,5.56443,5.54208204,,
share,V,277,417,.,.,2.077,4.84,5.13389,5.19289716,,
she,F,195,.,.,474,3.6162,3.568124,3.52915,4.019651,,
sheep,N,208,.,.,596,1.6033,4.25,3.78356,4.19216256,,
sheetmetal,N,577,418,.,.,-1.5539,#N/A,11.00489,11.20884516,,
sheetmetal worker,N,597,422,.,.,-1.5539,#N/A,11.39629,11.70616436,,
shelter,N,385,504,.,488,1.4165,9.21,7.24745,7.046769,,
Shinto,N,648,114,.,.,-0.9586,#N/A,12.39436,13.02878816,,
shipbuilder,N,491,492,.,.,0.3385,7.5,9.32187,9.20747724,,
shipwright,N,581,332,.,.,-0.7696,12.28555,11.08317,11.30734644,,
shock,V,413,413,.,471,1.4969,7.53,7.79541,7.58467476,,
shop,N,221,593,236,561,2.1053,5.78,4.03797,4.36975764,,
shop,V,271,557,236,561,0.9115,5.78,5.01647,5.10019164,,
shop assistant,N,346,596,.,.,-1.5539,#N/A,6.48422,6.33684264,,
shopkeeper,N,329,595,.,.,0.7559,8.11,6.15153,6.04170564,,
shopkeeping,N,422,410,.,.,-1.5539,11.070652,7.97154,7.76258136,,
shoplift,V,536,512,.,.,-0.9586,8.47,10.20252,10.22695584,,
shopping,N,318,568,.,.,1.3469,4.697766,5.93626,5.85536696,,
short,A,295,.,.,431,2.305,4.32,5.48615,5.477511,,
shorten,V,383,386,.,.,0.8993,7.33,7.20831,7.00924956,,
shorter,A,346,356,.,.,2.305,#N/A,6.48422,6.33684264,,
shorthand,N,560,507,.,.,0.7427,11.11,10.6722,10.795584,,
shorthand typist,N,575,519,.,.,-1.5539,#N/A,10.96575,11.159775,,
shot,V,340,.,.,535,1.873,5.84,6.3668,6.231684,,
should,V,327,.,.,295,2.9966,#N/A,6.11239,6.00755516,,
shout,V,247,.,.,484,1.9244,4.72,4.54679,4.74019836,,
show,V,277,375,.,424,2.6712,6.21,5.13389,5.19289716,,
shower,V,484,568,342,615,0.7471,4.72,9.18488,9.05436624,,
shrew,N,544,429,.,.,0.3711,11.82,10.35908,10.41457344,,
shriek,V,374,464,406,515,1.0652,8.94,7.03218,6.84190104,,
shrink,V,404,408,.,.,1.3084,7.06,7.61928,7.40920464,,
shuffle,V,394,442,.,.,1.0715,8.95,7.42358,7.21709544,,
shut,V,260,480,.,.,1.8544,4.89,4.8012,4.933044,,
shy,A,286,389,.,.,1.2271,5.32,5.31002,5.33398584,,
shyness,N,366,332,.,.,0.5599,7.63,6.87562,6.69519224,,
Siam,N,616,305,.,.,-1.5539,#N/A,11.76812,12.18976224,,
Sicily,N,590,399,.,.,0.7767,#N/A,11.2593,11.530734,,
side,N,295,331,.,386,2.6579,4.72,5.48615,5.477511,,
sift,V,454,397,.,.,0.5988,9.6,8.59778,8.41487064,,
sight,N,331,440,.,406,2.0067,5.44,6.19067,6.07597644,,
sign,N,342,491,.,534,2.1446,4.32,6.40594,6.26661656,,
signal,N,364,519,367,513,1.7773,6.67,6.83648,6.65881584,,
signal,V,396,491,367,513,1.1328,6.67,7.46272,7.25527664,,
Sikh,N,626,390,.,.,0.3909,#N/A,11.96382,12.44864904,,
silence,V,460,331,333,470,0.8964,4.6,8.7152,8.540604,,
silliness,N,381,342,.,.,0.0043,5.58,7.16917,6.97185044,,
silly,A,299,346,.,.,1.6567,4.17,5.56443,5.54208204,,
similar,A,415,.,.,324,2.0648,7.33,7.83455,7.623999,,
simmer,V,460,460,.,.,0.943,9.65,8.7152,8.540604,,
simple,A,336,.,.,344,2.2398,6.89,6.28852,6.16217984,,
since,F,357,.,.,264,2.2314,6.85048,6.69949,6.53244596,,
sinfulness,N,514,297,.,.,-0.2147,9.280276,9.77198,9.72093384,,
sing,V,221,.,.,527,1.8954,3.47,4.03797,4.36975764,,
Singapore,N,570,434,.,.,0.6866,#N/A,10.8679,11.037626,,
single,A,379,.,.,415,2.1482,6.68,7.13003,6.93457164,,
sink,N,236,547,219,599,1.1638,4.47,4.33152,4.58099184,,
sink,V,318,504,219,599,1.6975,4.47,5.93626,5.85536696,,
Sinn Fein,N,635,363,.,.,-1.5539,#N/A,12.13995,12.684219,,
sister,N,208,.,.,613,2.0566,3.68,3.78356,4.19216256,,
site,N,445,354,.,406,1.8967,8.63,8.42165,8.228301,,
six,NUM,232,512,.,.,2.3263,5.25193,4.25324,4.52400096,,
size,N,308,395,.,415,2.0892,4.84,5.74056,5.68912656,,
skate,V,357,562,.,563,0.4284,5.37,6.69949,6.53244596,,
sketch,V,417,566,411,510,0.7846,9,7.87369,7.66344356,,
ski,V,473,604,.,615,0.8002,6.68,8.96961,8.81674116,,
skill,N,463,336,414,366,1.9103,6.8,8.77391,8.60387676,,
skip,V,288,.,.,.,0.9727,4.68,5.34916,5.36566976,,
skivvy,N,512,375,.,.,-0.9586,11.401019,9.73284,9.67565376,,
skivvying,N,555,329,.,.,-1.5539,#N/A,10.57435,10.675691,,
skunk,N,501,.,.,652,-0.6508,5.32,9.51757,9.42876404,,
sky,N,219,.,.,618,1.9241,4.17,3.99883,4.34210444,,
sky blue,N,336,589,.,.,-1.5539,#N/A,6.28852,6.16217984,,
slam,V,331,518,.,.,1.1833,6.94,6.19067,6.07597644,,
slander,V,572,362,.,.,-0.1739,14,10.90704,11.08639536,,
slap,V,284,531,.,542,1.217,4.67,5.27088,5.30242224,,
slaughter,N,495,491,.,.,1.063,9.56,9.40015,9.295631,,
slave,N,417,504,386,564,1.5231,7.84,7.87369,7.66344356,,
slavery,N,460,.,.,517,0.8743,8.32,8.7152,8.540604,,
sleep,V,193,.,.,530,2.11,2.79,3.49001,3.99356196,,
slice,N,269,546,292,507,1.2441,5.69,4.97733,5.06953044,,
slice,V,320,534,292,507,1.0673,5.69,5.9754,5.888976,,
slide,V,247,.,.,490,1.5437,4.79,4.54679,4.74019836,,
slim,V,516,424,.,.,-0.0757,7.26,9.81112,9.76633424,,
slipper,N,251,.,.,595,0.9458,5.26,4.62507,4.79899404,,
sloth,N,577,300,.,.,0.3263,8.37,11.00489,11.20884516,,
Slovakia,N,646,265,.,.,-1.5539,#N/A,12.35522,12.97544664,,
slowly,ADV,284,347,.,.,2.1206,6.31763,5.27088,5.30242224,,
smack,N,215,496,.,601,0.0482,5.94,3.92055,4.287159,,
smack,V,234,510,.,601,0.7765,5.94,4.29238,4.55243624,,
small,A,217,.,.,447,2.7792,3.22,3.95969,4.31457156,,
smell,N,243,453,.,477,1.697,4.22,4.46851,4.68188396,,
smell,V,241,.,.,477,1.6766,4.22,4.42937,4.65290724,,
smile,N,215,595,208,615,1.9197,3.51,3.92055,4.287159,,
smile,V,211,560,208,615,2.2083,3.51,3.84227,4.23269484,,
smoke,V,348,.,228,615,1.6481,4,6.52336,6.37213616,,
smooth,V,392,440,.,472,1.0438,5.61,7.38444,7.17903456,,
smother,V,471,455,.,413,0.8263,6.63,8.93047,8.77392764,,
snooze,V,420,534,.,.,-0.1079,6.84,7.9324,7.722836,,
snow,N,206,643,.,597,1.7893,4.11,3.74442,4.16529144,,
snow,V,230,595,.,597,0.6164,4.11,4.2141,4.495686,,
snowball,V,256,581,.,.,-0.0757,4.74,4.72292,4.87316544,,
so,F,243,.,.,227,3.3594,5.14536,4.46851,4.68188396,,
sob,V,292,527,.,483,1.0349,9,5.42744,5.42939856,,
social,A,510,290,.,386,2.604,10.43,9.6937,9.630494,,
Social Democrat,N,644,223,.,.,-1.5539,#N/A,12.31608,12.92222544,,
social worker,N,635,379,.,.,-1.5539,#N/A,12.13995,12.684219,,
Socialism,N,635,231,.,.,1.5061,13.68,12.13995,12.684219,,
socialist,N,633,.,.,352,1.4731,13.61,12.10081,12.63165956,,
sociology,N,648,218,.,.,1.0546,12.83,12.39436,13.02878816,,
soft,A,239,.,.,476,1.9127,3.95,4.39023,4.62405084,,
soften,V,357,371,.,.,0.98,7.37,6.69949,6.53244596,,
solicitor,N,549,498,.,.,1.3349,12.53,10.45693,10.53281204,,
solid,A,394,438,.,.,1.6437,7.79,7.42358,7.21709544,,
solid,N,447,433,.,.,0.6812,7.79,8.46079,8.26955036,,
solve,V,420,360,.,.,1.7193,6.58,7.9324,7.722836,,
Somalia,N,637,284,.,.,0.0682,#N/A,12.17909,12.73689876,,
some,F,264,.,.,302,3.2639,4.846964,4.87948,4.99340384,,
somebody,F,292,320,.,.,1.8684,5.305215,5.42744,5.42939856,,
somehow,F,342,222,.,.,1.8788,8.02275,6.40594,6.26661656,,
something,F,299,296,.,.,2.8173,5.049447,5.56443,5.54208204,,
sometimes,F,295,.,.,259,2.4653,6.370915,5.48615,5.477511,,
son,N,249,.,.,560,2.3141,3.78,4.58593,4.76953604,,
soon,F,234,.,.,278,2.5,4.82565,4.29238,4.55243624,,
sooner,F,310,242,.,.,2.5,#N/A,5.7797,5.722134,,
soothe,V,376,379,.,.,0.8609,8.4,7.07132,6.87887904,,
sorry,A,230,378,.,.,1.9789,3.44,4.2141,4.495686,,
sort,N,376,226,.,.,2.5295,6.807852,7.07132,6.87887904,,
sort,V,359,389,.,.,1.6039,6.807852,6.73863,6.56840124,,
sound,N,256,389,300,497,2.1825,3.72,4.72292,4.87316544,,
soup,N,232,.,.,604,1.3059,5.37,4.25324,4.52400096,,
south,N,370,.,.,476,1.6442,6.06,6.9539,6.768306,,
South Africa,N,516,482,.,.,-1.5539,#N/A,9.81112,9.76633424,,
South America,N,538,475,.,.,-1.5539,#N/A,10.24166,10.27367976,,
South Korea,N,633,371,.,.,-1.5539,#N/A,12.10081,12.63165956,,
sow,N,415,533,.,479,0.7014,9.67,7.83455,7.623999,,
space,N,387,460,319,538,2.1286,5.67,7.28659,7.08440876,,
Spain,N,499,549,.,.,1.4937,#N/A,9.47843,9.38426604,,
sparrow,N,308,.,.,583,0.6448,7.4899,5.74056,5.68912656,,
speak,V,260,.,.,488,2.5703,3.56,4.8012,4.933044,,
speaker,N,420,.,.,549,1.4435,6.11,7.9324,7.722836,,
special,A,361,.,.,305,2.2736,5,6.77777,6.60447684,,
specify,V,544,237,.,.,0.985,9.21,10.35908,10.41457344,,
